"Time from drop (sec)","Geodetic Altitude (m)","Geocentric Radius (m)","Inertial FPA (deg)","Relative FPA (deg)","AoA (deg)","Sideslip (deg)","Bank Angle (deg)","Inertial Pitch (deg)","Inertial Yaw (deg)","Inertial Roll (deg)","Inertial Roll Rate (deg/sec)","Inertial Pitch Rate (deg/sec)","Inertial Yaw rate (deg/sec)","Ideal Velocity (m/s)","Inertial Velocity (m/s)","Relative Velocity (m/s)","Inertial Pos X (m)","Inertial Pos Y (m)","Inertial Pos Z (m)","Inertial Velocity X (m/s)","Inertial Velocity Y (m/s)","Inertial Velocity Z (m/s)","Acceleration X (m/s^2)","Acceleration Y (m/s^2)","Acceleration Z (m/s^2)","Mach Number","Dynamic Pressure (Pa)","Alpha*Q (deg*Pa)","Beta*Q (deg*Pa)","Stage Prop Mass (kg)","Vehicle Mass (kg)","Net Thrust (N)","AtmDens (kg/m^3)","AtmPres (Pa)","Geodetic Latitude (deg N)","Longitude (deg E)","Mean Anomaly (deg)","Time of Vacuum Impact (sec)","Geodetic Latitude of Vacuum Impact Point (deg N)","Geodetic Longitude of Vacuum Impact Point (deg N)","TotalAeroHeat (J/m^2)","AeroHeatRate (W/m^2)","Apogee Altitude over Equatorial Radius (m)","Perigee Altitude over Equatorial Radius (m)","Inclination (deg)","True Anomaly (deg)","Apogee Radius (m)","Perigee Radius (m)","ECI Longitude of Ascending Node (deg)","Argument of Perigee (deg)","Earth-relative longitude of nearest Ascending Node Crossing (deg)","Aero Force on body X axis (N)","Aero Force on Body Y axis (N)","Aero Force on Body Z axis (N)","XBodyAccel (m/s^2)","YBodyAccel (m/s^2)","ZBodyAccel (m/s^2)","Earth-relative Azimuth (deg)","Inertial Azimuth (deg)","Downrange (m)","Crossrange (m)","Eccentricity","Period (s)","A (m)","Lift (N)","Drag (N)","ECI2Body11","ECI2Body12","ECI2Body13","ECI2Body21","ECI2Body22","ECI2Body23","ECI2Body31","ECI2Body32","ECI2Body33"
860,600465.7536,6978502.68,0.002124964,0.02549028,176.3161,-42.60567,176.6125,-57.40659,-19.65623,-156.1814,-0.3525992,0.3712816,4.484223,9451.884576,7558.357248,7644.003,-4175555.784,-5571359.952,-473497.3512,-518.4163368,1023.1139304,-7470.824784,4.903588872,6.543824352,0.5530452744,10.11485,0.0000362028192260361,0.00638314236188578,-0.00154244530615829,0,188.800158301447,0,0.00000000000116371712587074,0.000000936881645914848,-3.914433,-130.4435,11.499,,,,8851698.22326762,165.497300556892,602937.3052,600340.8012,97.80208,11.50325,6981075.192,6978478.296,53.68354,172.4237,38.23115,0,0,0,0,0,0,-168.4069,-172.1798,4484284.64,-88630.08984,0.000186008,5803.2756,6979776.744,0.00000116098673122731,0.0000390519250655705,-0.4245768,0.2752779,0.8625292,0.6960652,-0.509971,0.5053938,0.5789886,0.814955,0.02491049
870,600501.72,6978505.728,0.001406799,0.02844701,-179.1943,2.176215,-178.1893,-48.97891,4.913218,165.434,-0.4760476,0.2412292,4.484497,9451.884576,7558.33896,7643.960328,-4180493.544,-5560801.68,-548176.3992,-469.3481088,1088.4840816,-7464.808032,4.909392264,6.531321456,0.6411516768,10.11478,0.0000361885317567564,-0.00648477778762334,0.0000787540245339641,0,188.800158301447,0,0.00000000000116327441546574,0.000000936545047694216,-4.532966,-130.57,7.86395,,,,8853352.86920522,165.462095324177,602861.9288,600357.284,97.8021,7.866764,6980998.992,6978493.536,53.68354,176.6808,38.23145,0,0,0,0,0,0,-168.4037,-172.1736,4554045.776,-87025.3874,0.0001794232,5803.239,6979746.264,0.00000116052811957878,0.0000390365119776736,0.1458686,-0.2236641,0.9636891,0.7662539,-0.5906067,-0.2530587,0.6257614,0.7753439,0.08523257
880,600541.6488,6978508.776,0.0006458604,0.03134862,177.9951,46.97742,-171.9528,-60.62044,27.67743,124.4081,-0.6394269,-0.5124758,4.462992,9451.884576,7558.317624,7643.908512,-4184940.576,-5549591.136,-622790.8296,-420.221664,1153.7295696,-7457.913456,4.91456472,6.518151048,0.7286625,10.1147,0.0000361726833910339,0.00643856376165552,0.0016992995981701,0,188.798162495019,0,0.00000000000116278325945181,0.00000093617110287158,-5.151474,-130.6966,3.733198,,,,8855007.51514282,165.423142437657,602784.33,600368.0256,97.80211,3.73449,6980922.792,6978505.728,53.68354,181.4336,38.23176,0,0,0,0,0,0,-168.4,-172.1664,4623803.208,-85417.12912,0.0001730971,5803.197,6979712.736,0.00000116002013267032,0.0000390194219102278,0.6169531,-0.6064094,0.5016337,0.3904604,-0.3175632,-0.8641147,0.6833078,0.7289864,0.04085727
890,600585.2352,6978508.776,-0.00007179865,0.03427844,156.6679,67.28458,-159.7623,-83.44629,32.87804,100.4944,0.1922029,-0.1267628,0.3120042,9451.884576,7558.256664,7643.814024,-4188896.88,-5537728.32,-697331.4984,-371.0583384,1218.835764,-7450.101432,4.919142816,6.504160728,0.8167689024,10.11456,0.0000361549676952111,0.00566432560986579,0.00243267242772269,0,188.769676894183,0,0.00000000000116224520396541,0.000000935761726657298,-5.769952,-130.8234,359.5416,,,,8856661.02542775,165.377829896195,602556.7192,600370.8036,97.80223,359.5414,6980694.192,6978508.776,53.68355,186.2472,38.23227,0,0,0,0,0,0,-168.3957,-172.1583,4693558.788,-83808.75972,0.0001565932,5803.0566,6979599.96,0.00000115945209477005,0.0000390003123501686,0.8249068,-0.5440435,0.1534453,0.1031231,-0.1220613,-0.9871508,0.5557827,0.8301311,-0.04458569
900,600633.0888,6978508.776,-0.0007558342,0.03722521,162.3171,65.30421,-165.4215,-80.8334,34.5211,104.0159,0.2147966,0.415693,-0.296067,9451.884576,7558.229232,7643.746968,-4192362.456,-5525216.28,-771789.8712,-321.8477688,1283.7926064,-7441.445112,4.92316008,6.489353544,0.9042797256,10.11445,0.0000361359735964736,0.00586548494191988,0.00235983123213073,0,188.765730640564,0,0.00000000000116165767211244,0.000000935315482643601,-6.388397,-130.9504,354.9361,,,,8858314.53571268,165.330700310464,602452.0812,600366.1736,97.80226,354.9346,6980590.56,6978502.68,53.68356,191.4746,38.23261,0,0,0,0,0,0,-168.3911,-172.1493,4763310.664,-82200.3718,0.0001494308,5802.9888,6979545.096,0.00000115884268840876,0.0000389798193931871,0.8123159,-0.5479552,0.1997198,0.1611484,-0.1182332,-0.9798225,0.5605123,0.8281099,-0.00774055
910,600684.6,6978505.728,-0.001511239,0.04008337,174.5708,32.40895,-176.6431,-58.62883,23.65671,140.6938,0.0770898,0.3231975,-4.609626,9451.884576,7558.162176,7643.643336,-4195334.256,-5512051.968,-846157.1088,-272.60434176,1348.6071072,-7431.87744,4.926637848,6.4738758,0.9917905488,10.1143,0.0000361151456838172,0.00630464746531342,0.00117045399808826,0,188.751941432516,0,0.000000000001161023240787,0.000000934832370830489,-7.006806,-131.0775,348.682,,,,8859968.04599762,165.277778896124,602226.3224,600350.4316,97.80241,348.679,6980361.96,6978487.44,53.68357,198.3508,38.23314,0,0,0,0,0,0,-168.3858,-172.1392,4833058.836,-80593.81736,0.00013438,5802.8376,6979426.224,0.00000115817501034431,0.0000389573514258085,0.5481904,-0.4456877,0.7077074,0.5854587,-0.3997908,-0.7052698,0.597265,0.8009556,0.04177028
920,600740.0736,6978502.68,-0.002234816,0.04295332,178.1217,-13.60425,-179.2918,-48.40849,-4.843208,177.8317,-0.1040759,0.3721709,-4.606969,9451.884576,7558.137792,7643.573232,-4197815.328,-5498244.528,-920424.6768,-223.32180888,1413.2567112,-7421.474616,4.929502968,6.457504992,1.0793016768,10.11419,0.0000360931542808675,0.00642897334578175,-0.000491020195487371,0,188.751941432516,0,0.00000000000116034087923145,0.000000934313827625732,-7.625177,-131.2049,342.6522,,,,8861620.42062988,165.22360826385,602150.5756,600324.6888,97.80243,342.6478,6980288.808,6978463.056,53.68357,205.0025,38.23348,0,0,0,0,0,0,-168.3801,-172.1284,4902803.304,-78989.26308,0.0001307978,5802.7752,6979374.408,0.00000115746952239613,0.0000389336290599343,-0.07475369,-0.06423552,0.995131,0.7858073,-0.6181755,0.0191263,0.6139371,0.783411,0.09668765
930,600799.2048,6978499.632,-0.00295579,0.04580442,-175.8311,-59.5679,-176.3017,-57.47002,-35.22907,-144.6644,-0.2924747,0.5017893,-4.590605,9451.884576,7558.113408,7643.50008,-4199802.624,-5483787.864,-994583.736,-174.01394712,1477.7395896,-7410.200064,4.93175544,6.440536776,1.1668125,10.11407,0.0000360696498617341,-0.00634216643625041,-0.00214859310556128,0,188.751941432516,0,0.00000000000115961213358224,0.00000093375937422674,-8.243508,-131.3326,336.2917,,,,8863271.65960947,165.165689977771,602077.9772,600287.2784,97.80246,336.2858,6980215.656,6978423.432,53.68358,211.985,38.23382,0,0,0,0,0,0,-168.3739,-172.1166,4972545.92,-77388.63504,0.0001282885,5802.7062,6979319.544,0.0000011567159936545,0.0000389082741967273,-0.6519777,0.3559794,0.6694802,0.4559359,-0.5214287,0.7212729,0.6058444,0.7754939,0.1776561
940,600861.9936,6978496.584,-0.003739137,0.04857077,132.887,-72.47796,137.5437,-79.44008,-30.36916,-119.5768,-0.3267162,-0.2232974,0.1156239,9451.884576,7558.040256,7643.372064,-4201296.144,-5468688.072,-1068625.4472,-124.66896072,1542.0359304,-7398.011112,4.93344708,6.422678544,1.2543233232,10.11388,0.0000360442589603968,0.00478981183169355,-0.00261241444113229,0,188.709485186684,0,0.00000000000115883803459701,0.000000933170447041282,-8.861794,-131.4605,326.2033,,,,8864924.03424174,165.101071340949,601857.404,600220.0508,97.80238,326.1959,6979993.152,6978356.376,53.68357,222.6956,38.23437,0,0,0,0,0,0,-168.3673,-172.1039,5042284.832,-75792.06288,0.0001173109,5802.5268,6979176.288,0.00000115590152427675,0.0000388808864962421,-0.6955179,0.5827486,0.420308,0.3746063,-0.2050728,0.9042208,0.6131272,0.7863518,-0.0756695
950,600928.7448,6978490.488,-0.004419654,0.05141401,144.1355,-73.15661,146.6193,-75.49586,-33.06667,-121.8167,-0.3014934,0.323892,0.1346467,9451.884576,7558.009776,7643.28672,-4202295.888,-5452948.2,-1142541.276,-75.33144192,1606.1570112,-7384.993104,4.934553504,6.404222904,1.3406439024,10.11374,0.0000360177620250771,0.00519143623204651,-0.00263493731495663,0,188.707534739493,0,0.0000000000011580165207605,0.000000932545609661589,-9.480031,-131.5887,319.0374,,,,8866574.13756867,165.035771312526,601794.0656,600151.8972,97.80242,319.0286,6979932.192,6978289.32,53.68357,230.4834,38.23473,0,0,0,0,0,0,-168.3601,-172.0902,5112021.892,-74203.158,0.000117655,5802.4446,6979109.232,0.00000115505191394823,0.0000388523066723641,-0.7166162,0.5392466,0.4423508,0.3580965,-0.2597868,0.8968153,0.5985216,0.8010767,-0.006934867
960,600999.1536,6978484.392,-0.005192773,0.05413924,172.2273,-40.10726,174.8154,-54.24693,-20.1964,-159.4006,-0.3820521,0.3225003,4.381598,9451.884576,7557.939672,7643.155656,-4202801.856,-5436565.2,-1216322.0784,-25.967414664,1670.0811912,-7371.066792,4.935071664,6.384727896,1.4275594512,10.11355,0.0000359894552159679,0.00619836765445476,-0.00144343850663875,0,188.693926968393,0,0.00000000000115715016896678,0.000000931886298495429,-10.09822,-131.7172,307.5243,,,,8868224.24089559,164.964225194428,601629.7932,600034.8508,97.80236,307.5139,6979767.6,6978170.448,53.68356,242.6186,38.23526,0,0,0,0,0,0,-168.3525,-172.0756,5181753.396,-72622.14264,0.0001142671,5802.2694,6978969.024,0.00000115414403191656,0.0000388217696309753,-0.4189779,0.2257749,0.879479,0.6903666,-0.5499402,0.4700635,0.5897893,0.8041092,0.07454532
970,601073.22,6978475.248,-0.005957805,0.05684438,174.2827,3.023474,-175.9928,-49.38897,4.63745,163.6592,-0.544686,-0.3773128,4.357498,9451.884576,7557.909192,7643.061168,-4202814.048,-5419548.216,-1289959.9296,23.386874232,1733.8237104,-7356.311424,4.935004608,6.364784832,1.514475,10.1134,0.0000359600758890576,0.00626721946686849,0.000108724385361151,0,188.691976521202,0,0.00000000000115623846383704,0.000000931192992345394,-10.71635,-131.846,300.1961,,,,8869873.20856985,164.891770554196,601601.0872,599921.8788,97.8024,300.1842,6979737.12,6978057.672,53.68357,250.5688,38.23564,0,0,0,0,0,0,-168.3442,-172.0599,5251481.196,-71049.3872,0.0001203007,5802.1812,6978898.92,0.00000115320189857845,0.0000387900805001882,0.1640803,-0.2322239,0.958723,0.7480082,-0.6043105,-0.274395,0.6430874,0.7621554,0.07454988
980,601150.944,6978469.152,-0.006675856,0.05956626,161.3803,44.33594,-159.5179,-65.21622,23.78186,122.7276,-0.7077723,-0.6040055,4.315236,9451.884576,7557.878712,7642.960584,-4202332.464,-5401891.152,-1363445.3808,72.7338144,1797.356832,-7340.690424,4.934355384,6.343799352,1.6007952744,10.11324,0.0000359292601543778,0.00579827542238918,0.00159295754297477,0,188.691976521202,0,0.00000000000115528295150774,0.000000930466170014073,-11.33442,-131.9752,293.5836,,,,8871522.17624411,164.815795390691,601572.9368,599798.5356,97.80244,293.5702,6979709.688,6977935.752,53.68358,257.8033,38.23602,0,0,0,0,0,0,-168.3354,-172.0432,5321207.144,-69485.22504,0.0001271278,5802.0864,6978822.72,0.0000011522139485577,0.0000387568389400574,0.6597863,-0.5541593,0.5075327,0.3461635,-0.3753332,-0.8598231,0.6669729,0.7429888,-0.05581001
990,601232.0208,6978460.008,-0.007453673,0.06219766,151.6059,66.60445,-156.457,-82.9914,37.26945,101.6625,0.1074795,-0.2111094,-0.003714151,9451.884576,7557.80556,7642.817328,-4201360.152,-5383600.104,-1436770.5072,122.06502384,1860.6814704,-7324.164168,4.9331118,6.322219512,1.6871155488,10.11302,0.0000358966920022194,0.00544214684411934,0.00239087918606653,0,188.659136433614,0,0.00000000000115428363197887,0.000000929705831501465,-11.95244,-132.1048,283.0056,,,,8873170.0082657,164.733687702779,601462.928,599599.4456,97.80258,282.9907,6979599.96,6977737.632,53.68361,269.0034,38.2366,0,0,0,0,0,0,-168.3259,-172.0255,5390929.388,-67934.95288,0.0001335121,5801.8938,6978667.272,0.00000115116950612243,0.00003872170688574,0.8260246,-0.5401952,0.1608492,0.1522406,-0.06093588,-0.9864632,0.5426842,0.8393307,0.03190511
1000,601316.7552,6978447.816,-0.008127934,0.06489853,153.8384,66.91166,-157.5099,-81.45937,38.36747,101.8022,-0.7379608,0.3206132,-0.007467016,9451.884576,7557.768984,7642.7076,-4199891.016,-5364678.12,-1509926.1648,171.383706,1923.7768992,-7306.818,4.931307384,6.29989596,1.7728405488,10.11285,0.000035863041756208,0.00551711296560485,0.00239965563753762,0,188.655915927787,0,0.00000000000115323947449281,0.000000928911976807571,-12.57039,-132.2347,277.7285,,,,8874816.70463463,164.650557927465,601444.5932,599446.4704,97.80263,277.7122,6979581.672,6977582.184,53.68362,274.9023,38.23698,0,0,0,0,0,0,-168.3159,-172.0068,5460647.928,-66395.70012,0.0001431569,5801.787,6978581.928,0.00000115009036755857,0.0000386854093973595,0.8122089,-0.5612584,0.1590776,0.1622964,-0.04452521,-0.985737,0.5603361,0.8264421,0.05492642
1010,601405.1472,6978435.624,-0.008906466,0.06746171,161.7784,34.21902,-163.8755,-62.22325,20.33057,133.5587,-0.8759178,0.5175596,-4.349518,9451.884576,7557.692784,7642.5552,-4197931.152,-5345125.2,-1582903.8192,220.67760792,1986.6534816,-7288.569624,4.928908608,6.276825648,1.8591608232,10.11262,0.0000358276582448216,0.00579614475086455,0.00122598743766401,0,188.641854564317,0,0.00000000000115215305594364,0.00000092808556353757,-13.18827,-132.3651,269.0517,,,,8876462.26535088,164.561522758276,601366.8092,599197.006,97.80277,269.0339,6979502.424,6977335.296,53.68365,284.2012,38.23758,0,0,0,0,0,0,-168.3052,-171.9871,5530362.764,-64871.15224,0.0001554688,5801.583,6978420.384,0.00000114895562622452,0.0000386472436559006,0.5963701,-0.463761,0.6551858,0.4774742,-0.4511713,-0.7539648,0.6452605,0.7624764,-0.04763115
1020,601496.5872,6978423.432,-0.009619595,0.07005349,169.3105,-9.967768,-165.3239,-51.94632,-11.74244,164.2699,-1.068667,0.9534068,-4.246214,9451.884576,7557.656208,7642.436328,-4195477.512,-5324944.392,-1655694.936,269.95060056,2049.2914056,-7269.504384,4.925894136,6.253014672,1.9448858232,10.11244,0.0000357912788240483,0.00605984048917286,-0.000356759113400352,0,188.641854564317,0,0.00000000000115102386095254,0.000000927226591691463,-13.80608,-132.4959,265.2538,,,,8878107.82606713,164.47169263222,601366.0684,599014.7692,97.80282,265.2346,6979502.424,6977152.416,53.68366,288.6211,38.23798,0,0,0,0,0,0,-168.2941,-171.9663,5600075.748,-63360.21656,0.0001684736,5801.469,6978325.896,0.00000114778885769484,0.0000386079969965891,0.0653842,-0.06957931,0.9954314,0.6157222,-0.7822012,-0.09511808,0.7852458,0.6191284,-0.008302072
1030,601591.9896,6978411.24,-0.01032744,0.07261282,-172.142,-52.18952,-153.8329,-54.84213,-46.57524,-165.6251,-1.276871,1.451651,-4.062518,9451.884576,7557.619632,7642.314408,-4192533.144,-5304141.792,-1728290.9808,319.1905224,2111.6870136,-7249.585704,4.922340168,6.228456936,2.0300155488,10.11224,0.0000357535348158941,-0.006154686494187,-0.00186595976722108,0,188.641854564317,0,0.00000000000114985240489833,0.000000926335540071839,-14.42382,-132.6272,261.877,,,,8879752.25113072,164.378455548159,601365.5128,598824.3836,97.80287,261.8563,6979502.424,6976960.392,53.68368,292.6198,38.23838,0,0,0,0,0,0,-168.2823,-171.9446,5669783.176,-61866.7082,0.0001820793,5801.3496,6978231.408,0.00000114657849659332,0.0000385672824241446,-0.4641049,0.4018498,0.7893817,0.293073,-0.7713155,0.5649607,0.8358916,0.4935475,0.2402
1040,601690.44,6978399.048,-0.01103336,0.07513487,152.4799,-76.71478,154.3214,-72.50441,-42.177,-122.4955,5.470249,0.7140218,-0.04653286,9451.884576,7557.540384,7642.146768,-4189095,-5282714.352,-1800683.4192,368.3986536,2173.815312,-7228.780056,4.918173552,6.203155488,2.1151452744,10.11199,0.0000357140671184166,0.00544568040723209,-0.00273979651853134,0,188.604387834555,0,0.00000000000114863868778101,0.000000925411929876108,-15.04149,-132.759,255.887,,,,8881395.54054164,164.279085939689,601308.1008,598536.9532,97.80285,255.8649,6979444.512,6976673.88,53.68367,299.2318,38.23892,0,0,0,0,0,0,-168.2699,-171.9218,5739486.9,-60391.16424,0.0001985713,5801.1348,6978060.72,0.00000114531297754378,0.0000385247129432866,-0.7542267,0.5146716,0.407744,0.2381524,-0.3642746,0.9003263,0.6119032,0.7761554,0.1521753
1050,601792.2432,6978383.808,-0.01178864,0.07756735,132.2004,-66.3296,132.0581,-71.30014,-30.36539,-122.6024,-0.5448886,0.1095247,0.4299329,9451.884576,7557.497712,7642.009608,-4185166.128,-5260665.12,-1872863.7168,417.5601504,2235.7070856,-7207.151448,4.913449152,6.177110328,2.200275,10.11178,0.0000356736513918113,0.00471607144483793,-0.0023662189374813,0,188.591777966669,0,0.00000000000114738528649468,0.00000092445863391981,-15.65907,-132.8913,253.163,,,,8883037.69429989,164.179034939619,601310.8788,598310.6388,97.80289,253.1395,6979447.56,6976448.328,53.68369,302.5777,38.23936,0,0,0,0,0,0,-168.2569,-171.898,5809186.92,-58934.21436,0.000214979,5800.9956,6977947.944,0.00000114401676576509,0.0000384811159232354,-0.7446773,0.4787497,0.4650316,0.3998429,-0.2378741,0.8851788,0.5343981,0.8451122,-0.0142852
1060,601897.3992,6978365.52,-0.01257195,0.07992993,162.465,-44.21702,166.4125,-55.59484,-22.37711,-153.6669,-0.6153678,0.05447177,4.548766,9451.884576,7557.421512,7641.835872,-4180743.48,-5238000.192,-1944823.3392,466.682328,2297.3196624,-7184.645016,4.908127344,6.150321456,2.2848094512,10.11152,0.0000356316651927115,0.00578890046768083,-0.00157552625589039,0,188.578578428702,0,0.00000000000114609220103933,0.000000923475173400354,-16.27657,-133.0241,248.8356,,,,8884678.71240547,164.073532806741,601278.2836,597994.3172,97.80285,248.8104,6979414.032,6976131.336,53.68367,307.5273,38.2399,0,0,0,0,0,0,-168.2433,-171.8731,5878885.088,-57496.58084,0.0002353128,5800.7778,6977774.208,0.00000114267028908216,0.0000384358241307489,-0.492681,0.2672993,0.8281404,0.6586098,-0.5074659,0.5556181,0.5687693,0.8191639,0.07397281
1070,602005.6032,6978350.28,-0.01326942,0.08233365,168.8182,-1.40645,-174.9436,-48.54184,1.25583,165.9301,-0.7657263,-0.2025621,4.528401,9451.884576,7557.37884,7641.698712,-4175833.152,-5214719.568,-2016554.0568,515.7316584,2358.6725496,-7161.330864,4.902211176,6.122938224,2.3693439024,10.11131,0.000035588769268691,0.00600803404895613,-0.0000500537833367482,0,188.578578428702,0,0.00000000000114475994679379,0.00000092246154831774,-16.89398,-133.1575,246.9944,,,,8886319.73051105,163.967462847529,601281.6172,597770.04,97.80291,246.9678,6979420.128,6975905.784,53.68369,309.9904,38.24031,0,0,0,0,0,0,-168.2289,-171.847,5948577.7,-56080.54164,0.0002516309,5800.6404,6977661.432,0.00000114129445413656,0.0000383895492812853,0.1045419,-0.1993828,0.9743292,0.745165,-0.6331146,-0.2095115,0.658635,0.7479388,0.08238609
1080,602116.8552,6978331.992,-0.01396034,0.08469869,156.3808,39.5639,-152.5473,-61.29099,21.3702,123.6315,-0.9307553,-0.5314023,4.480162,9451.884576,7557.336168,7641.552408,-4170429.048,-5190826.296,-2088047.3352,564.7191144,2419.7465448,-7137.175464,4.895776848,6.094661928,2.4532827744,10.11108,0.0000355446140938593,0.00555849587344156,0.00140628342567001,0,188.578578428702,0,0.00000000000114338852375804,0.000000921418237474559,-17.51131,-133.2915,245.2932,,,,8887958.4773113,163.858099495579,601283.4692,597540.2068,97.80297,245.2652,6979420.128,6975677.184,53.68371,312.3134,38.24072,0,0,0,0,0,0,-168.2139,-171.8199,6018266.608,-54687.02276,0.000268236,5800.4982,6977548.656,0.00000113987858519642,0.0000383419221724507,0.605503,-0.5864285,0.538022,0.344901,-0.4158939,-0.8414723,0.7172234,0.6950783,-0.04956521
1090,602231.1552,6978313.704,-0.01475864,0.0869109,139.0459,63.85051,-144.6048,-82.96971,37.55499,101.6377,0.6897428,-0.1765117,-0.2308388,9451.884576,7557.250824,7641.363432,-4164537.264,-5166326.472,-2159294.64,613.6337232,2480.5389048,-7112.133096,4.888705488,6.065788224,2.5372219512,10.1108,0.0000354989171746885,0.00493598068630872,0.00226662368957889,0,188.533718143309,0,0.00000000000114198050882619,0.000000920347634883758,-18.12854,-133.4261,241.8877,,,,8889596.08845888,163.743171445555,601252.726,597176.8444,97.80313,241.8582,6979389.648,6975314.472,53.68376,316.341,38.24136,0,0,0,0,0,0,-168.198,-171.7914,6087951.812,-53318.32068,0.0002920803,5800.2522,6977350.536,0.00000113841334099635,0.0000382926269805104,0.825822,-0.5407896,0.1598895,0.1541165,-0.05630604,-0.986447,0.542463,0.8392713,0.03684584
1100,602348.808,6978292.368,-0.01540368,0.0892267,140.2244,60.86009,-144.7978,-80.14678,35.93824,104.3438,-0.1290416,0.3412406,-0.2309349,9451.884576,7557.205104,7641.207984,-4158157.8,-5141217.048,-2230287.4368,662.4763992,2541.0289032,-7086.298248,4.881115968,6.036170808,2.6205655488,10.11057,0.000035452358410856,0.00497128280125492,0.00215763385606195,0,188.530588355956,0,0.00000000000114053435586178,0.00000091924734653239,-18.74568,-133.5614,240.4275,,,,8891232.56395379,163.627789134464,601247.5404,596933.4916,97.80319,240.3967,6979383.552,6975070.632,53.68378,318.423,38.24178,0,0,0,0,0,0,-168.1814,-171.762,6157633.312,-51972.26856,0.0003091598,5800.0974,6977228.616,0.00000113692007300011,0.0000382424021102525,0.8073492,-0.5550788,0.2001868,0.1757157,-0.09770713,-0.9795802,0.5633039,0.8260392,0.01865227
1110,602469.204,6978271.032,-0.01617352,0.09136963,157.639,34.03122,-164.023,-60.94625,23.94404,135.7084,-0.2451814,0.3478786,-4.277314,9451.884576,7557.122808,7641.019008,-4151287.608,-5115507.168,-2301017.496,711.2349504,2601.2278176,-7059.59472,4.87292904,6.00580968,2.7045047256,10.11028,0.0000354043392991246,0.00558110493173207,0.0012048526125475,0,188.517615614174,0,0.00000000000113905161100126,0.000000918119766433403,-19.36271,-133.6974,237.9124,,,,8892869.03944869,163.507296386365,601224.2052,596574.0184,97.80337,237.8801,6979362.216,6974710.968,53.68384,321.5601,38.24239,0,0,0,0,0,0,-168.164,-171.7312,6227311.108,-50652.95932,0.0003332375,5799.8586,6977036.592,0.00000113538009867691,0.0000381906070177644,0.5909618,-0.4698385,0.655756,0.5231654,-0.3955491,-0.7548767,0.6140538,0.7891722,0.01204891
1120,602592.3432,6978249.696,-0.01684908,0.09355508,164.2592,-7.543698,-174.8217,-50.07538,-3.626232,169.3026,-0.4105087,0.5180695,-4.25267,9451.884576,7557.077088,7640.857464,-4143932.784,-5089193.784,-2371476.8928,759.9157776,2661.114312,-7032.098712,4.8640746,5.974555488,2.7872530488,10.11004,0.0000353554918589129,0.00580746364408751,-0.000266711189138624,0,188.517615614174,0,0.0000000000011375338203811,0.000000916964894586797,-19.97964,-133.834,236.8305,,,,8894503.24363827,163.386235811933,601222.7236,596319.5536,97.80344,236.7968,6979359.168,6974457.984,53.68387,323.2639,38.24281,0,0,0,0,0,0,-168.146,-171.6994,6296985.2,-49361.46712,0.0003513847,5799.699,6976908.576,0.00000113381343502401,0.0000381379178327316,0.04736999,-0.1151931,0.992213,0.7352728,-0.6683366,-0.1126952,0.6761139,0.7348856,0.05303923
1130,602718.5304,6978228.36,-0.0175169,0.09569608,166.8669,-49.76123,178.3443,-54.30373,-34.20373,-158.8338,-0.5868514,0.7542455,-4.204242,9451.884576,7557.031368,7640.692872,-4136090.28,-5062282.992,-2441656.788,808.5057744,2720.6868624,-7003.776696,4.854772104,5.94300564,2.8694060976,10.10979,0.0000353055144445892,0.00589132112966567,-0.00175684592383338,0,188.517615614174,0,0.00000000000113597995324364,0.000000915783209795163,-20.59647,-133.9714,235.7982,,,,8896136.31217517,163.26233610583,601219.2048,596060.0884,97.80351,235.7632,6979356.12,6974195.856,53.6839,324.918,38.24323,0,0,0,0,0,0,-168.1272,-171.6663,6366653.736,-48097.366,0.0003697314,5799.5352,6976777.512,0.00000113221074077603,0.0000380840009385331,-0.5105546,0.3138259,0.8005294,0.4947327,-0.6542523,0.5720082,0.7032592,0.6880895,0.1787716
1140,602847.4608,6978203.976,-0.01825762,0.09771161,120.2878,-64.56103,121.5798,-73.40791,-32.49851,-119.8088,1.823807,0.2792372,-0.03125365,9451.884576,7556.946024,7640.488656,-4127763.144,-5034780.888,-2511549.5616,857.0119512,2779.9226088,-6974.595144,4.846661376,5.908773552,2.9563219512,10.10948,0.0000352540910464443,0.00424063483724089,-0.00227604030011255,0,188.486272381407,0,0.00000000000113439207110417,0.000000914575190861089,-21.21319,-134.1096,233.7384,,,,8897768.24505941,163.133098832186,601192.7212,595677.0948,97.80349,233.7019,6979328.688,6973814.856,53.68388,327.5997,38.24377,0,0,0,0,0,0,-168.1076,-171.6321,6436320.42,-46863.45248,0.0003952874,5799.2796,6976573.296,0.00000113056178502326,0.0000380285316149908,-0.757592,0.5002543,0.4192851,0.3491628,-0.2321352,0.9078538,0.5514886,0.8341816,0.001193587
